"","control_1","control_2","control_3","Hoxa1KN_1","Hoxa1KN_2","Hoxa1KN_3"
"Path:hsa04658 Th1 and Th2 cell differentiation",-0.287524371758056,-0.325772083352147,-0.175394271585689,0.161821879958923,0.31952214534453,0.388639997705294
"Path:hsa04659 Th17 cell differentiation",-0.315710637271142,-0.340348765928538,-0.246081259053655,0.29324649763328,0.237941842426833,0.37502014642061
"Path:hsa04660 T cell receptor signaling pathway",-0.178094647432985,-0.120057257133966,0.0108575927019398,-0.067354106675917,0.166838888552067,0.191427385283554
"Path:hsa04662 B cell receptor signaling pathway",-0.125141418083977,-0.112721636920196,-0.0092897106194039,-0.122268746924659,0.179161150626078,0.129814948584826
"Path:hsa04664 Fc epsilon RI signaling pathway",-0.22749533231605,0.158802246275528,-0.00236201683403958,-0.177307387481944,0.0177059713179935,0.29432337376045
"Path:hsa04666 Fc gamma R-mediated phagocytosis",0.0110397709078251,0.179061090811053,0.175627078662299,-0.165629059750995,-0.131553912757522,-0.151511003864993
"Path:hsa04668 TNF signaling pathway",-0.0531227218212582,-0.116497590155239,0.0882336502220465,-0.0575459053112654,-0.193285975246838,0.257910601861035
"Path:hsa04670 Leukocyte transendothelial migration",0.14019276992862,0.0345209541480717,0.217347224351393,-0.212103385079774,-0.0370382576416987,-0.127766897961387
"Path:hsa04672 Intestinal immune network for IgA production",0.200139917889739,-0.124149261870378,0.0414314122095979,-0.0953753675393105,-0.116356764868637,-0.0413592878082217
"Path:hsa04710 Circadian rhythm",-0.192653073205197,-0.01744091147861,0.0718514246153913,-0.286721478517852,0.30888504868723,0.166819060249983
"Path:hsa04713 Circadian entrainment",-0.0508560719779223,0.190400959414025,-0.109069918261792,-0.155885077958015,0.0582776878920944,0.0656825901908642
"Path:hsa04714 Thermogenesis",-0.0751599525145105,0.0852452024498601,-0.0358422656342305,0.127183506541123,-0.0688171116008342,-0.0505591066729688
"Path:hsa04720 Long-term potentiation",-0.146078095109666,0.294008422186296,0.0457702076225645,-0.281383194965124,0.0647144144387486,0.0806020008481338
"Path:hsa04721 Synaptic vesicle cycle",-0.0400087284085112,-0.022610905027915,0.0415068734750067,-0.0639292200313031,0.00432606564962368,0.0594986962402074
"Path:hsa04722 Neurotrophin signaling pathway",-0.193952579134988,0.0673239871786862,-0.0440125914452778,-0.0088474852332964,0.0118172689761512,0.124366857422194
"Path:hsa04723 Retrograde endocannabinoid signaling",-0.0827732883204149,0.109107741298413,-0.0616794567898407,0.156533508216908,-0.0868189364385323,0.0400037808846653
"Path:hsa04724 Glutamatergic synapse",-0.197429861823396,0.0173916565421316,-0.1841902143936,0.041156057003825,0.0322636603901259,0.279363287479844
"Path:hsa04725 Cholinergic synapse",-0.0943717714618072,0.239306242777442,0.120058877264199,-0.226555793691099,0.0113893099852853,-0.0205429388342536
"Path:hsa04726 Serotonergic synapse",-0.0853424085205926,0.204294713736295,-0.0816410471444243,-0.211803963326325,-0.0251337495723102,0.309067484619136
"Path:hsa04727 GABAergic synapse",-0.00554848028770491,0.0449875485139592,-0.246631973479507,-0.12662710554041,0.0989978791252892,0.31624777207635
"Path:hsa04728 Dopaminergic synapse",-0.147028278831859,0.248005456423693,0.106927639702012,-0.242780247720533,-0.0218109328269989,0.0907583130468197
"Path:hsa04730 Long-term depression",0.166520074455175,0.30412598629256,0.171495117491329,-0.379757800048006,-0.0261284780700979,-0.172030707652279
"Path:hsa04740 Olfactory transduction",-0.351450958467203,0.0340404484975372,-0.23642084923632,-0.072933316066628,0.180596980619205,0.376111015602286
"Path:hsa04742 Taste transduction",-0.22614786751436,0.0961960504886838,-0.0685120962122557,-0.373238446316271,0.21244549776139,0.34775657082337
"Path:hsa04744 Phototransduction",0.0355692316907826,0.17611410358897,-0.186635320463287,-0.35789251795122,0.418303505832983,-0.0538363210115221
"Path:hsa04750 Inflammatory mediator regulation of TRP channels",-0.0590248112467164,0.0787151648149837,-0.13259729357307,-0.101912624562813,0.0129576257576786,0.195294163203706
"Path:hsa04810 Regulation of actin cytoskeleton",0.151276901357226,0.114130115538056,0.228511471569246,-0.256569972606731,-0.0373977026179354,-0.138615485435074
"Path:hsa04910 Insulin signaling pathway",-0.140100490312199,-0.0781083796165102,0.0351991584906046,0.0228132270890658,0.123493265950583,0.0533010574128203
"Path:hsa04911 Insulin secretion",-0.179661572215018,0.00697272822386466,0.165655142711862,-0.101397676910389,0.0963481313995332,0.0969176176027084
"Path:hsa04912 GnRH signaling pathway",-0.0844795372426541,0.0345659332041718,-0.0732917685574257,-0.0492363783211302,0.0675232817514674,0.171169451500983
"Path:hsa04913 Ovarian steroidogenesis",-0.155935416836979,-0.184274164651828,-0.175581816769935,0.209301124794356,0.177691086848333,0.291099304787108
"Path:hsa04914 Progesterone-mediated oocyte maturation",0.00123614672898148,0.205550877288694,0.213847432974841,-0.282676590736389,-0.0513113869238048,-0.0402116185808387
"Path:hsa04915 Estrogen signaling pathway",0.120415929328509,0.0380961157072811,0.158511437905154,-0.190404712680681,0.000503793320415835,-0.103357048712605
"Path:hsa04916 Melanogenesis",0.00925701264380459,-0.0822002592132392,0.112830072286244,-0.0585095351528272,0.0611897548714168,-0.0650204364832433
"Path:hsa04917 Prolactin signaling pathway",-0.289327360151022,-0.117359782972916,-0.154176497868372,-0.034402841398573,0.303838501271155,0.269735952940031
"Path:hsa04918 Thyroid hormone synthesis",0.0398033526313816,-0.0308068120073252,-0.0465307696636279,-0.0498338680620117,-0.0406836620211406,0.152779441468738
"Path:hsa04919 Thyroid hormone signaling pathway",-0.222612850195423,-0.0339756564352551,0.0861579294643617,0.0486412514084805,0.114096529609038,0.011510598069897
"Path:hsa04920 Adipocytokine signaling pathway",-0.284866038364102,-0.295741706503924,-0.048766593900134,0.118635817811104,0.0950977216844218,0.312694405243544
"Path:hsa04921 Oxytocin signaling pathway",-0.00646826578783682,0.0958748252962351,-0.0838555392593154,-0.166479644971147,0.171381392304784,-0.0790823529918695
"Path:hsa04922 Glucagon signaling pathway",0.155557797371752,0.0214611063350739,0.0116696324171316,-0.197218595437998,-0.0216238682597547,-0.00384436797734855
"Path:hsa04923 Regulation of lipolysis in adipocytes",-0.16714784343131,-0.0590733294660664,-0.00478907482531463,-0.156937254018688,0.0842866724099598,0.340327197502641
"Path:hsa04924 Renin secretion",0.112202796600043,0.103196852407908,-0.111552735931928,-0.286798658718639,0.0560208097957482,0.0184166972905312
"Path:hsa04925 Aldosterone synthesis and secretion",-0.0775705542822289,0.0927972135130656,0.0442216656786047,-0.0239828045297801,-0.157221617417792,0.10850772949653
"Path:hsa04926 Relaxin signaling pathway",-0.243416458919284,-0.140774541615685,-0.064066133143979,-0.07482701322406,0.227766119501614,0.307978719095162
"Path:hsa04927 Cortisol synthesis and secretion",-0.137271876813962,0.0802036957202597,0.0898324005671908,-0.0595025907080106,-0.0816271189975014,0.0496084506669149
"Path:hsa04928 Parathyroid hormone synthesis secretion and action",-0.0396583937518439,-0.0271686159748976,0.142305981347023,-0.19265307100999,0.116230714668405,0.048724916217798
"Path:hsa04929 GnRH secretion",0.0529096721809709,0.311316420128446,0.145749593843696,-0.155333731798856,-0.0893094880785833,-0.155419978035979
"Path:hsa04930 Type II diabetes mellitus",-0.171669635770218,-0.0426059278140022,0.142224057835205,0.0306670995810668,-0.101506610698417,0.217581082456894
"Path:hsa04931 Insulin resistance",-0.110789241800126,-0.175903675134636,-0.0537696815589741,0.0723816487345487,0.205664800114073,0.0342185814293434
"Path:hsa04932 Non-alcoholic fatty liver disease",-0.0761032185745192,0.00751164295092288,-0.0849250786405951,0.175894726834895,-0.0438898140197855,0.0164957915389029
"Path:hsa04933 AGE-RAGE signaling pathway in diabetic complications",-0.252128226610939,-0.0863766751413224,-0.236159423332631,0.0997679608515204,0.314342358847575,0.239406710983484
"Path:hsa04934 Cushing syndrome",-0.060245975077711,0.023828765387423,0.0239178402899156,-0.0134684823393614,-0.0892894129021649,0.058724433943661
"Path:hsa04935 Growth hormone synthesis secretion and action",-0.127349534877716,-0.118283705042692,0.0383091254266413,-0.0318430025395497,0.062569577103605,0.133615804116805
"Path:hsa04936 Alcoholic liver disease",-0.0525664017028052,0.0641796952138632,0.0107895737209262,-0.068122726980562,-0.0823210042951519,0.168662280297008
"Path:hsa04940 Type I diabetes mellitus",0.222050878164851,-0.0613450266939999,-0.153147189897556,0.190360566642841,-0.295269480708964,0.377589686101171
"Path:hsa04950 Maturity onset diabetes of the young",0.540704519511679,-0.328163800589571,-0.42119885036841,0.407482612851928,0.0541440463264329,-0.0802773749763915
"Path:hsa04960 Aldosterone-regulated sodium reabsorption",-0.283106345381976,0.206075469300629,0.280705070171081,-0.190334872698607,0.168933609183563,-0.00195523000278405
"Path:hsa04961 Endocrine and other factor-regulated calcium reabsorption",-0.058992441877755,0.0596474135036279,0.200052728069307,-0.272366635773194,0.100922759199495,0.0477400501982614
"Path:hsa04962 Vasopressin-regulated water reabsorption",-0.326927790793979,-0.204761514598489,-0.180411839408086,0.15073147549227,0.376679308279008,0.169666603775023
"Path:hsa04964 Proximal tubule bicarbonate reclamation",-0.374740780748228,0.138156194476762,0.268283966276162,-0.276093773241888,0.24842948094895,0.114062581738551
"Path:hsa04966 Collecting duct acid secretion",-0.0960222853015902,-0.191935106906244,-0.185602920165636,0.107960744409892,0.22253355948232,0.141018291571327
"Path:hsa04970 Salivary secretion",0.0692658107188151,0.0479350993055784,-0.0872453439599017,-0.260163842431845,0.0412545690998953,0.160032906453546
"Path:hsa04971 Gastric acid secretion",0.0435003126909594,0.138773702050131,0.0166124962390575,-0.15105281969836,-0.0762325598008169,-0.0195428214545483
"Path:hsa04972 Pancreatic secretion",-0.225690524209289,0.130497590775181,0.0936641171812575,-0.0244269903700794,-0.140923806521528,0.183259433079251
"Path:hsa04973 Carbohydrate digestion and absorption",-0.330043984903852,0.0233797219750528,-0.0503984859983657,-0.0844641882749643,0.159891482713742,0.405793146438776
"Path:hsa04974 Protein digestion and absorption",-0.0265341245853094,-0.229837286050355,-0.170326942456545,-0.0795086429150815,0.285865272306502,0.111115617034751
"Path:hsa04975 Fat digestion and absorption",0.245316891365733,-0.0547961163378558,0.454931095090101,-0.0432536285873491,-0.444208689110769,-0.273812474222199
"Path:hsa04976 Bile secretion",-0.174829732544384,-0.326344970821108,0.0154785094764126,0.230524498563972,0.0460713924490003,0.314201506347559
"Path:hsa04977 Vitamin digestion and absorption",-0.335561882405765,0.212937773503692,0.24938608726232,-0.036044726568765,-0.123276226275181,-0.00491501820656357
"Path:hsa04978 Mineral absorption",-0.0304772218656999,0.0161523445183192,-0.267346781699767,0.145592345934295,-0.0510750991155757,0.248651472617653
"Path:hsa04979 Cholesterol metabolism",-0.101654261610802,0.0317089654995391,-0.238561440044526,0.347242094235049,0.0971758224426415,0.0397561842745252
"Path:hsa05010 Alzheimer disease",-0.00837953376043732,0.0581834482735412,0.0287857147646461,0.0867527009503901,-0.122743808284137,-0.0971302691578192
"Path:hsa05012 Parkinson disease",0.0168800296003051,0.203100043601749,0.115082131840359,0.0136434184249662,-0.242695217130396,-0.069125353808927
"Path:hsa05014 Amyotrophic lateral sclerosis",0.0395614901627786,0.185255962349447,0.104305241518675,-0.0617398360786782,-0.167286092118098,-0.146869740341873
"Path:hsa05016 Huntington disease",-0.00863969033776416,0.0993736006429838,-0.0113371380622718,0.100174979240677,-0.13689706557763,-0.069841823516256
"Path:hsa05017 Spinocerebellar ataxia",-0.0332263420506695,0.125705531912363,0.000496022889062586,-0.0759887155764048,-0.0662261523465191,0.0708634376178898
"Path:hsa05020 Prion disease",0.0129414050569067,0.199446264420714,0.105902022730586,-0.0045704338189565,-0.192745277601847,-0.135742900859713
"Path:hsa05022 Pathways of neurodegeneration-multiple diseases",-0.00240316228174822,0.0835581090544517,0.0108399472716831,0.040175056543137,-0.115403501498074,-0.0812637327030668
"Path:hsa05030 Cocaine addiction",-0.0858040939189703,-0.0575006377953978,0.0744844483715181,-0.0120303597667354,-0.035363236001906,0.109338732043037
"Path:hsa05031 Amphetamine addiction",-0.136693589079433,0.106187203707652,0.0671474876643109,-0.18751402904474,-0.0299198308014734,0.128828742974962
"Path:hsa05032 Morphine addiction",-0.0534080634321758,-0.0193395935860071,-0.22640277734241,-0.0990315202398754,0.140607928025249,0.275249082269707
"Path:hsa05033 Nicotine addiction",-0.0674807539032579,-0.323919970686229,-0.298662191893677,0.182882981712216,0.346991504277614,0.151002551719643
"Path:hsa05034 Alcoholism",-0.076356029540644,0.161470052298797,0.0173592705524896,-0.0921573306827353,0.0908007223140748,0.0590841877029098
"Path:hsa05100 Bacterial invasion of epithelial cells",0.0588284404509932,0.353736967923324,0.298285433202998,-0.302567026465273,-0.248609179160771,-0.214522392060398
"Path:hsa05110 Vibrio cholerae infection",-0.147213530294131,-0.052826984539551,-0.0366876182377573,-0.064955053130194,0.252356197671211,0.0185633324596746
"Path:hsa05120 Epithelial cell signaling in Helicobacter pylori infection",-0.222678293327257,-0.256971957549127,-0.231490415186929,0.185248203341419,0.181295173145995,0.376982488786903
"Path:hsa05130 Pathogenic Escherichia coli infection",0.0719147171442771,0.0541176035281117,0.259998015053178,-0.242977412535441,-0.149334364839848,-0.0609586099894787
"Path:hsa05131 Shigellosis",0.00589203902512431,0.215612420063548,0.112077631447541,-0.186836711041236,-0.0400115344398309,-0.118255103976556
"Path:hsa05132 Salmonella infection",-0.025934867151136,0.0652127882965689,0.1610123180639,-0.181866544349554,-0.0612006846527775,0.0174465103478741
"Path:hsa05133 Pertussis",-0.130756251652654,0.0240039468613279,0.00943764646585843,-0.115013668212196,0.0517293557450342,0.204205983963647
"Path:hsa05134 Legionellosis",0.0743448743648427,-0.0563659639813653,0.000656285944541007,0.0746489894886659,-0.342506545815929,0.230199956270877
"Path:hsa05135 Yersinia infection",-0.117923750120494,0.220363861637847,0.0931996791428478,-0.144471262815528,-0.147394257313016,0.0555569798540579
"Path:hsa05140 Leishmaniasis",0.0811187937004513,-0.254750171208321,-0.120686971509517,0.157788737514884,-0.0798269008333597,0.285465926585407
"Path:hsa05142 Chagas disease",-0.168896158692982,0.0472937366408204,-0.129392501916745,-0.112444668233452,0.193300438724435,0.154898709454564
"Path:hsa05143 African trypanosomiasis",0.214679527316631,0.189546894722338,-0.125686013979111,-0.196007432546302,-0.00940665370453436,0.0387761621537969
"Path:hsa05144 Malaria",0.0283886050886414,0.0140034592905433,-0.282407991112241,0.0284410475151822,0.0293000539112024,0.137477735069336
"Path:hsa05145 Toxoplasmosis",0.0221800000349586,-0.0659481809862699,0.0311282798444319,0.0239361250036482,0.00103336023945755,0.05835494051711
"Path:hsa05146 Amoebiasis",-0.131266985408048,-0.196401751627338,-0.280478167917916,0.202046305212294,0.234759079300989,0.301655203284384
"Path:hsa05150 Staphylococcus aureus infection",0.44057980089297,-0.128991269959517,-0.150595693730227,-0.157320227025406,0.101515860174336,-0.0386010767151823
"Path:hsa05152 Tuberculosis",-0.184297467082462,-0.0722774401012272,-0.0626375826034304,0.101855814660592,0.150300429014547,0.131115984189258
"Path:hsa05160 Hepatitis C",-0.113698707237812,0.0221714408958206,0.0987087562527105,-0.0981168713728475,-0.0879218613373257,0.0763872252933366
"Path:hsa05161 Hepatitis B",-0.114679556588016,0.0330202659245527,0.0582493239618564,-0.0540058372544398,0.163206974191774,0.0645817097276343
"Path:hsa05162 Measles",-0.103550419648922,0.0833866184125785,-0.0578023955014561,-0.135056656568639,0.0676458057515506,0.141722080169506
"Path:hsa05163 Human cytomegalovirus infection",-0.127846501788733,0.0867653280261385,-0.00598379191925703,-0.108122107736296,0.0130431638047135,0.103003805350941
"Path:hsa05164 Influenza A",-0.0837446563810359,-0.0875600149339723,0.0793165116463321,-0.0208979473002734,-0.111773287785041,0.177312789814254
"Path:hsa05165 Human papillomavirus infection",-0.134257636612324,-0.222245814029555,-0.0310769607286347,0.121409754845758,0.199606443860578,0.0516074794935878
"Path:hsa05166 Human T-cell leukemia virus 1 infection",-0.150692790070113,0.004914292520599,0.123205525944911,-0.11122511861103,0.0968983146776861,0.0715504726559112
"Path:hsa05167 Kaposi sarcoma-associated herpesvirus infection",-0.201669227514884,-0.0625222336710883,-0.0925086775908626,0.0426752979574831,0.0893988955596556,0.237023470913981
"Path:hsa05168 Herpes simplex virus 1 infection",-0.148169346379955,-0.351840385710124,-0.357822369622936,0.310054740166728,0.217470574420902,0.328722555636746
"Path:hsa05169 Epstein-Barr virus infection",-0.0671313362194604,0.121079147786308,0.100036038545604,-0.137306376840731,-0.142072277654032,0.11725338910334
"Path:hsa05170 Human immunodeficiency virus 1 infection",0.0090928119639766,0.138584556010134,0.134743329549578,-0.163694707219421,-0.0811832189339818,-0.0235570600645509
"Path:hsa05171 Coronavirus disease-COVID-19",0.286531580950245,0.367879984958216,-0.00245199700759217,-0.161609644237656,-0.196030243369608,-0.330999607742504
"Path:hsa05200 Pathways in cancer",-0.0905772734373518,-0.0465610568659544,-0.0181029087077961,-0.0619413195671124,0.0646237210616135,0.150862247092252
"Path:hsa05202 Transcriptional misregulation in cancer",-0.101335208579705,-0.0149573893489744,-0.143007515602531,0.127306097333094,0.102584218988331,0.120192491947999
"Path:hsa05203 Viral carcinogenesis",-0.0553772777245394,0.104585396987152,0.155325706345468,-0.066778744598477,0.0316959801569241,-0.01688005269732
"Path:hsa05204 Chemical carcinogenesis-DNA adducts",-0.0979178079230134,-0.292356046653878,-0.179172357958907,0.207666435540435,0.034985048179766,0.291591956791005
"Path:hsa05205 Proteoglycans in cancer",-0.0147800010208123,0.0972579263763573,0.0244040248907232,-0.0911035810901791,0.0766838838456328,-0.0890631100526086
"Path:hsa05206 MicroRNAs in cancer",-0.0339899353619871,0.00423764894318528,0.0663906025791377,-0.058315331309619,0.0491723082361812,-0.0181031627940273
"Path:hsa05207 Chemical carcinogenesis-receptor activation",0.0189676082865184,-0.00557288359503844,0.0504455299920272,-0.14038137037007,-0.0219830555845214,0.116045835463458
"Path:hsa05208 Chemical carcinogenesis-reactive oxygen species",-0.115800233116884,0.0805240647855067,-0.121325411316008,0.124510177053884,-0.100328703259502,0.0758202927833153
"Path:hsa05210 Colorectal cancer",-0.135218036034643,0.154478566230645,0.0326743285782888,-0.146453703907371,0.0455268737038716,0.0328834555293968
"Path:hsa05211 Renal cell carcinoma",-0.227280196287738,0.145726639052032,0.0127031293218895,-0.230834991772794,0.135118099305217,0.171386118293969
"Path:hsa05212 Pancreatic cancer",-0.294353864863001,0.128098652191045,-0.121843722346612,-0.067442256493435,0.170589191140102,0.166272055216577
"Path:hsa05213 Endometrial cancer",-0.189432076433797,0.0738746600500553,0.239153106793392,-0.13072957125478,0.0760659916740447,-0.0333859824451994
"Path:hsa05214 Glioma",-0.146869589377452,0.16244231231268,-0.0530337116960936,-0.101117736897904,-0.0352894413699,0.096627510846852
"Path:hsa05215 Prostate cancer",-0.030004008571993,0.00938245758748864,0.101329373092905,0.0248304647773887,-0.0437965300401048,-0.00128515398094417
"Path:hsa05216 Thyroid cancer",-0.186873363406777,0.104144222421789,0.320640368164493,-0.180055067675228,0.0571594164766398,-0.0631839330608913
"Path:hsa05217 Basal cell carcinoma",-0.00777313904913879,-0.201411993497461,0.0179215671244171,0.230766528739028,-0.0491826859786203,-0.00463276409937913
"Path:hsa05218 Melanoma",-0.225827144819437,0.180092610075967,0.0462813835010472,-0.313273594665592,0.172299811326707,0.164110977717671
"Path:hsa05219 Bladder cancer",-0.0706164179809425,0.0124159208766491,0.144055355081413,-0.255390555409321,0.247520083527317,0.013410280858431
"Path:hsa05220 Chronic myeloid leukemia",-0.284047301669809,-0.0326685172002997,-0.0978527603192421,-0.0252997909991842,0.227754216252941,0.234180708983676
"Path:hsa05221 Acute myeloid leukemia",-0.123940758949911,0.14875010713712,0.150425472527214,-0.042073280800293,-0.104267763258746,-0.00134349721419592
"Path:hsa05222 Small cell lung cancer",-0.115087278689902,-0.0680649293607236,-0.0476452075778156,0.093008709783747,0.0412306756021201,0.186134935826629
"Path:hsa05223 Non-small cell lung cancer",-0.271959953048932,0.100584627727513,0.16960439574307,-0.215985854910135,0.0572418385856552,0.128121919796492
"Path:hsa05224 Breast cancer",-0.130239831056882,-0.141868142600609,0.060063506398765,0.0617249889005124,0.147223763629498,0.0222441592827399
"Path:hsa05225 Hepatocellular carcinoma",-0.121258818209154,-0.0798380490847699,-0.0924133320295535,-0.0459211794807985,0.152824563308443,0.15713474810753
"Path:hsa05226 Gastric cancer",-0.195133112217033,-0.13134348860899,-0.0564699426957017,0.0280421838272439,0.180181590992791,0.161362507847226
"Path:hsa05230 Central carbon metabolism in cancer",-0.18107152160662,0.169838859615562,0.288862854286943,-0.198003191304128,-0.111073472547987,-0.0915037141049222
"Path:hsa05231 Choline metabolism in cancer",-0.140900070549403,-0.107081765517252,-0.0431878279074742,-0.0821307101297671,0.0964893912425873,0.2387436620905
"Path:hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer",-0.168485398953757,-0.0483748702157635,0.0356275727551941,-0.0799039009103664,0.0693072601003645,0.102500200487416
"Path:hsa05310 Asthma",0.0397336614315278,0.653628300787457,-0.0290945936165918,-0.840920605051245,0.567706448577825,0.348849054449567
"Path:hsa05320 Autoimmune thyroid disease",0.19385170855674,0.417487683412472,-0.723973972803876,-0.492533454134961,0.579834522940789,0.00694013455663847
"Path:hsa05321 Inflammatory bowel disease",-0.155261242214854,-0.26865206445502,-0.490501535778253,0.293174420189641,0.395518308793633,0.370817035840578
"Path:hsa05322 Systemic lupus erythematosus",-0.0943543392751724,0.166414042630553,-0.0322407811748849,0.147139713809006,0.090768428196684,-0.0607324333210853
"Path:hsa05323 Rheumatoid arthritis",-0.220723409376211,-0.307714070089694,-0.289128124506797,0.281543751197265,0.240495308117416,0.351151305379035
"Path:hsa05330 Allograft rejection",0.381375888649856,0.543629386467207,-0.445351285588869,-0.538888121711564,0.0763705804444558,-0.252185878144991
"Path:hsa05332 Graft-versus-host disease",-0.473324394248529,-0.602794266686118,-0.36001711443253,0.385996740319894,0.620498230770105,0.421673664398388
"Path:hsa05340 Primary immunodeficiency",-0.174642013072554,-0.202867811534735,0.223670925842523,-0.298760988922659,0.132599503118168,0.511604350128745
"Path:hsa05410 Hypertrophic cardiomyopathy",-0.0422173049986639,0.0123664678674579,0.0480479301041151,-0.108829796942852,0.272613180110203,-0.215819236166253
"Path:hsa05412 Arrhythmogenic right ventricular cardiomyopathy",-0.141384185119199,-0.0194224028459238,0.187955726552414,0.0545301657180963,0.0559892088730689,-0.13515229950985
"Path:hsa05414 Dilated cardiomyopathy",-0.0383360135709567,-0.0195012964892935,0.0676664350432697,-0.0439411435542648,0.201473366741594,-0.142224931296639
"Path:hsa05415 Diabetic cardiomyopathy",-0.11749162435889,0.0754805252500948,-0.145050173181741,0.205891374718398,-0.0256076536798785,-0.045455761010181
"Path:hsa05416 Viral myocarditis",0.252054791050541,0.290614839800172,0.188350422768935,-0.344856030525184,-0.311357485833356,-0.196471712869399
"Path:hsa05417 Lipid and atherosclerosis",-0.051707118010698,0.0844637080494587,-0.0611342115406865,-0.141420156179798,-0.0506142203873783,0.204057349122735
"Path:hsa05418 Fluid shear stress and atherosclerosis",-0.110729620685948,0.00451043414385807,-0.0967864683151318,-0.0371996907263274,0.143571436383367,0.144698392367548
