"","control_1","control_2","control_3","Hoxa1KN_1","Hoxa1KN_2","Hoxa1KN_3"
"Path:hsa04664 Fc epsilon RI signaling pathway",0.176935818376013,0.714460249312029,0.133452077022118,0.776410523576051,0.355491377675774,0.0773343790343923
"Path:hsa04666 Fc gamma R-mediated phagocytosis",0.318485601726776,0.0683118695938591,0.293092755033476,0.180795086372971,0.236273941042846,0.206906184152141
"Path:hsa04668 TNF signaling pathway",0.0722313243705927,0.0185646636923729,0.0535670651601853,0.0484633696468905,0.12355706271972,0.0122960625921135
"Path:hsa04670 Leukocyte transendothelial migration",0.00732512303679556,0.17892519752718,0.027242530187474,0.0146509779069394,0.0298918428457351,0.0855473214231057
"Path:hsa04672 Intestinal immune network for IgA production",0.887520126440642,0.560446531589499,0.557951360946609,0.93921559509395,0.444333449757622,0.666443363440268
"Path:hsa04710 Circadian rhythm",0.300751259195768,0.362702648016033,0.541109911778629,0.871677609940848,0.182618889167149,0.26356040776794
"Path:hsa04713 Circadian entrainment",0.170405157740571,0.289581390478249,0.0349959550427569,0.096194672390045,0.105332044695908,0.174832313861816
"Path:hsa04714 Thermogenesis",0.799468291169238,0.241994892242633,0.468730776715018,0.5628788600205,0.305847243057579,0.614017899993738
"Path:hsa04720 Long-term potentiation",0.922666901668496,0.135887849669247,0.701833368033112,0.697661595143348,0.394294454458369,0.440054530170827
"Path:hsa04721 Synaptic vesicle cycle",0.953200479442618,0.350723801515274,0.487517960340219,0.806326758006549,0.546169293905573,0.393264418364248
"Path:hsa04722 Neurotrophin signaling pathway",0.311930149283261,0.734610485066715,0.459425963339136,0.666368718466763,0.695507268803999,0.25119768803164
"Path:hsa04723 Retrograde endocannabinoid signaling",0.0801965133979093,0.0863653840339634,0.0371314958613925,0.0211138941175464,0.0982450763002158,0.0991779708382302
"Path:hsa04724 Glutamatergic synapse",0.0239862693414222,0.0218402039368265,0.0026500648677413,0.00115931049960563,0.120484619818829,0.00598105889547085
"Path:hsa04725 Cholinergic synapse",0.250321714174537,0.738795494175238,0.807294539384129,0.663654126136596,0.934466333864027,0.543841943162851
"Path:hsa04726 Serotonergic synapse",0.0245619093560513,0.156933507179993,0.0185260874630614,0.0694570251759564,0.0504191960091506,0.0232835703086726
"Path:hsa04727 GABAergic synapse",0.174607920671219,0.049181225326374,0.0508967533655137,0.0725262860413844,0.114541552870015,0.0548533213621
"Path:hsa04728 Dopaminergic synapse",0.236874695448497,0.680085137313119,0.789334899376797,0.992313334329977,0.97820481615983,0.326443076975406
"Path:hsa04730 Long-term depression",0.937912738075903,0.386346867723097,0.688398428948844,0.704081271275271,0.739346764279987,0.763321030277548
"Path:hsa04740 Olfactory transduction",0.0745359529986037,0.186266427664852,0.0469788269443673,0.467430119366028,0.538913321983499,0.0326130895463202
"Path:hsa04742 Taste transduction",0.128554089625632,0.395608206222193,0.231934252735113,0.382284428143436,0.170749190379238,0.146240639863236
"Path:hsa04744 Phototransduction",0.49120252198461,0.409247568860972,0.856395133174266,0.190899965016476,0.753499490124113,0.443202669237009
"Path:hsa04750 Inflammatory mediator regulation of TRP channels",0.138581565518946,0.25126152696795,0.0808584348619216,0.112730301314341,0.155556163430027,0.134128828106574
"Path:hsa04810 Regulation of actin cytoskeleton",0.0486010065937695,0.0809006026180571,0.0834769001352785,0.0335541037770307,0.218429927168919,0.0442950852837293
"Path:hsa04910 Insulin signaling pathway",0.677672215317551,0.367724367539083,0.735958122666062,0.683897029919821,0.469446716412971,0.545334697085483
"Path:hsa04911 Insulin secretion",0.533431151035148,0.873835918584192,0.966324328603356,0.938248268582659,0.782202030723134,0.869713797396516
"Path:hsa04912 GnRH signaling pathway",0.938533092096207,0.717607827230645,0.146253460250577,0.937479636898174,0.407246330842056,0.621019342890212
"Path:hsa04913 Ovarian steroidogenesis",0.0583021257171175,0.0493041761715359,0.00482936870291176,0.0447095771482115,0.00753537992067896,0.0189181210287778
"Path:hsa04914 Progesterone-mediated oocyte maturation",0.00994622113163745,0.00506556406746443,0.00843986915389703,0.00508541129206787,0.00501184400963237,0.0110783195139451
"Path:hsa04915 Estrogen signaling pathway",0.405699442971286,0.942407112571432,0.987566729402623,0.706917163222734,0.963087967510448,0.626061388479759
"Path:hsa04916 Melanogenesis",0.197598974774027,0.0932576707307578,0.143114276710583,0.170878104145866,0.0936036837705322,0.145244021874536
"Path:hsa04917 Prolactin signaling pathway",0.214279144511036,0.179018525546766,0.0205687195445338,0.525781768907536,0.00623949110681074,0.0147630078526935
"Path:hsa04918 Thyroid hormone synthesis",0.949300981021293,0.703623020305363,0.306421940285194,0.627571734488493,0.442740646255258,0.492834073255875
"Path:hsa04919 Thyroid hormone signaling pathway",0.125141706684472,0.829858876953349,0.284921549753911,0.380810539983546,0.291239231130827,0.333432789958891
"Path:hsa04920 Adipocytokine signaling pathway",0.147349107703052,0.195436940640562,0.254201679920839,0.741165634292887,0.257268421063141,0.0425684335484191
"Path:hsa04921 Oxytocin signaling pathway",0.291286524140523,0.412319708246996,0.0726776335775194,0.177468596930368,0.0912923099220302,0.453726802087734
"Path:hsa04922 Glucagon signaling pathway",0.417733760252527,0.839879162232898,0.823900884901998,0.27623532059331,0.957308380389135,0.640993208709035
"Path:hsa04923 Regulation of lipolysis in adipocytes",0.563436110385567,0.552214470237112,0.23901758776718,0.729154544422316,0.3991881580368,0.213197143299457
"Path:hsa04924 Renin secretion",0.734605587936924,0.917833458412251,0.336978538186739,0.895910289850239,0.442280798709429,0.554162106271017
"Path:hsa04925 Aldosterone synthesis and secretion",0.175515013468321,0.669532194432132,0.20286548460773,0.180328042993438,0.483839930049843,0.252664553343213
"Path:hsa04926 Relaxin signaling pathway",0.000938035076032916,0.00233953220720206,0.00512424646531567,0.00828753153463782,0.00201564634492043,0.000403987177124958
"Path:hsa04927 Cortisol synthesis and secretion",0.175688599717739,0.876437689656355,0.49110715743014,0.292904889665557,0.564850010391491,0.496403288118765
"Path:hsa04928 Parathyroid hormone synthesis secretion and action",0.109002485371162,0.138202014117512,0.320719984878372,0.320375680117956,0.0956351184098309,0.138763352125141
"Path:hsa04929 GnRH secretion",0.240213760651272,0.0760692277513655,0.486233504464023,0.306007698588759,0.795953445600055,0.259366034604992
"Path:hsa04930 Type II diabetes mellitus",0.281432527866783,0.278350798489406,0.237332940965476,0.284779699037111,0.227425475826031,0.196704760914579
"Path:hsa04931 Insulin resistance",0.129034672915608,0.117913199701158,0.285777140609211,0.453033564677842,0.0913930342628871,0.104624264766306
"Path:hsa04932 Non-alcoholic fatty liver disease",0.151945452133903,0.199712428383773,0.123622280122526,0.114662864666072,0.156187872636427,0.179072140894572
"Path:hsa04933 AGE-RAGE signaling pathway in diabetic complications",0.0173732225988254,0.0496140451874435,0.0161620325186131,0.091550949886316,0.00668570240594087,0.0159019180392308
"Path:hsa04934 Cushing syndrome",0.159012799661385,0.301143646984092,0.176572301524174,0.13576312744598,0.248396862014798,0.225856205876953
"Path:hsa04935 Growth hormone synthesis secretion and action",0.19661867116485,0.159497417476369,0.0901140374634512,0.186638295931969,0.224344661303777,0.0568003333087499
"Path:hsa04936 Alcoholic liver disease",0.153863250901516,0.254889843699427,0.102990639611589,0.295392269803845,0.252118465447134,0.0588037736545499
"Path:hsa04940 Type I diabetes mellitus",0.211136470598021,0.142036211622189,0.149971303968533,0.128998303635133,0.177356457588103,0.2280061106098
"Path:hsa04950 Maturity onset diabetes of the young",NA,NA,NA,NA,NA,NA
"Path:hsa04960 Aldosterone-regulated sodium reabsorption",0.845001187564839,0.387703362190738,0.861621159498924,0.385458743904025,0.929692754972134,0.641635730173782
"Path:hsa04961 Endocrine and other factor-regulated calcium reabsorption",0.6017899157332,0.151642078090206,0.543337432218527,0.119372126731366,0.521949821988108,0.577012239206166
"Path:hsa04962 Vasopressin-regulated water reabsorption",0.274598729328998,0.215858254492989,0.465122693157333,0.33725431485364,0.287549553106109,0.282553446971865
"Path:hsa04964 Proximal tubule bicarbonate reclamation",0.940852827950499,0.474786517031076,0.596963729813506,0.281995737447325,0.866680349174347,0.80650254579767
"Path:hsa04966 Collecting duct acid secretion",0.272572591987199,0.160682974935424,0.244116849026637,0.447924597507822,0.186381454320584,0.113548359500412
"Path:hsa04970 Salivary secretion",0.219070226890693,0.26531111881536,0.794859590908162,0.0907032685314501,0.804328076994953,0.445294460740248
"Path:hsa04971 Gastric acid secretion",0.731554213776274,0.130900461116852,0.882080265720802,0.598157983638492,0.454096327762563,0.508780356915769
"Path:hsa04972 Pancreatic secretion",0.148030767957977,0.865041584784295,0.570866692704218,0.406907415808196,0.996546381571891,0.288416857076333
"Path:hsa04973 Carbohydrate digestion and absorption",0.149619700276844,0.7345141330435,0.137636173644178,0.752534472704534,0.175849811733031,0.0834484383637666
"Path:hsa04974 Protein digestion and absorption",0.037759697505267,0.0604109645272208,0.060263031766581,0.146783785891006,0.0100638513474216,0.041899422148305
"Path:hsa04975 Fat digestion and absorption",0.765977562912104,0.665865433031206,0.32941898062014,0.838014111985086,0.0847339015947613,0.74113513782073
"Path:hsa04976 Bile secretion",0.254940131561605,0.163526978945099,0.272180327289898,0.219056483789312,0.261764938934235,0.217586097476024
"Path:hsa04977 Vitamin digestion and absorption",0.893667446172182,0.379258799904888,0.0683646890652888,0.374225963581714,0.404483578866409,0.257584512296471
"Path:hsa04978 Mineral absorption",0.636034533958378,0.924729401031912,0.335587832053003,0.732703065158102,0.689360597025749,0.42512134602293
"Path:hsa04979 Cholesterol metabolism",0.135331306419772,0.106294988948424,0.152382894031056,0.0276183905047516,0.25528062718889,0.219114699670732
"Path:hsa05010 Alzheimer disease",0.863104694400775,0.937001658051141,0.894703496999894,0.574508632415341,0.966167066827508,0.881795523369421
"Path:hsa05012 Parkinson disease",0.0459684581994002,5.40149172348386e-05,0.00497195208732201,0.00125369959128654,0.000998082541270048,0.0181049662959347
"Path:hsa05014 Amyotrophic lateral sclerosis",0.0141411470953705,0.0189193808784493,0.0463576505972285,0.0204029656170216,0.018686812393992,0.0266067485147777
"Path:hsa05016 Huntington disease",0.278561479936824,0.459791491801636,0.989373320610416,0.846331221046128,0.320748517326417,0.523712716076784
"Path:hsa05017 Spinocerebellar ataxia",0.963726452408722,0.690032590942542,0.640893519295967,0.885241828425992,0.826103794127188,0.959364253200961
"Path:hsa05020 Prion disease",0.341878144273822,0.0737453616711568,0.135083888986651,0.29420045389065,0.114722896324571,0.104433572909419
"Path:hsa05022 Pathways of neurodegeneration-multiple diseases",0.573249417841525,0.522210406203384,0.283235031550679,0.297863524588098,0.489254272629209,0.572349853669968
"Path:hsa05030 Cocaine addiction",0.0334555973714752,0.433694588039649,0.422157404793732,0.295504198114965,0.600089404680703,0.063881654847752
"Path:hsa05031 Amphetamine addiction",0.163278413243091,0.652755606707839,0.648745100157449,0.627558622225992,0.580506552455186,0.219651145547525
"Path:hsa05032 Morphine addiction",0.0252530145579817,0.0096823877889112,0.00353509151552388,0.0117123237199693,0.012856340966784,0.00409277342748104
"Path:hsa05033 Nicotine addiction",0.17431385184324,0.0437499629629947,0.0995592028194394,0.0583945277712981,0.0939975463527573,0.154593655250813
"Path:hsa05034 Alcoholism",0.00777731932327622,0.352615367454432,0.0952441637698405,0.11876688796407,0.0584078838432134,0.0665297714956541
"Path:hsa05100 Bacterial invasion of epithelial cells",0.420317201510149,0.0343207151084619,0.12391469752987,0.235576073271853,0.0192759984307686,0.213953703704031
"Path:hsa05110 Vibrio cholerae infection",0.386939346812307,0.413599160146834,0.439354234584131,0.785499434908063,0.415028671561618,0.225365100009956
"Path:hsa05120 Epithelial cell signaling in Helicobacter pylori infection",0.0986433494241288,0.035769618476063,0.0636118695271151,0.0750894871266154,0.0976559004958189,0.0277487976094637
"Path:hsa05130 Pathogenic Escherichia coli infection",0.682525140241932,0.765483429899449,0.572963727697878,0.701921523489471,0.677691195145683,0.635030195925199
"Path:hsa05131 Shigellosis",0.267649599791202,0.58371929507474,0.362366601528214,0.609504703431332,0.864933206961033,0.449680476777329
"Path:hsa05132 Salmonella infection",0.61700880501522,0.374530258202845,0.491597899759544,0.347637315867792,0.462801493279369,0.688644837290198
"Path:hsa05133 Pertussis",0.0390272532564155,0.0463224038017071,0.0509525965647998,0.0612135909449379,0.0496165480180484,0.0265419737727971
"Path:hsa05134 Legionellosis",0.0344651523828959,0.037984390409029,0.023890197075505,0.0209027598382729,0.0848681896259503,0.0166052223645937
"Path:hsa05135 Yersinia infection",0.166623193821916,0.685376088030383,0.235048844499695,0.324518430090731,0.472156487191994,0.200736640461202
"Path:hsa05140 Leishmaniasis",0.0545325348390737,0.0472905793158221,0.0388639393182305,0.0395707971031625,0.0667739040207036,0.0402385958193246
"Path:hsa05142 Chagas disease",0.0621304929298102,0.319532687888267,0.0605746313659688,0.197158513302378,0.0928191810788324,0.0729268017027938
"Path:hsa05143 African trypanosomiasis",0.441112991781199,0.804520961056737,0.749215872234228,0.609676656774167,0.651637217977617,0.665866265326896
"Path:hsa05144 Malaria",0.382503374432457,0.35632068729671,0.178741180677433,0.361202277181042,0.294123348145257,0.251148914363405
"Path:hsa05145 Toxoplasmosis",0.91012366512499,0.549593836059432,0.639542597104447,0.988433040670681,0.691601779533089,0.622926628561831
"Path:hsa05146 Amoebiasis",0.00333032000486739,0.00362904030491093,0.00143747257133936,0.00411995282560077,0.00256585456170739,0.00140693285982578
"Path:hsa05150 Staphylococcus aureus infection",0.0883880399001428,0.205025282473933,0.376111373062219,0.240508623186181,0.378038315623916,0.118880269649297
"Path:hsa05152 Tuberculosis",0.0385172644260638,0.121106616591282,0.0448984026157608,0.0690717610919478,0.0360887249994488,0.0740016182473876
"Path:hsa05160 Hepatitis C",0.271871457065116,0.274874221470838,0.102499543034517,0.322526515408362,0.0767376009672823,0.256075495949924
"Path:hsa05161 Hepatitis B",0.238231374336118,0.484255327514729,0.583276708527667,0.678915780900157,0.201387980895804,0.443100929161175
"Path:hsa05162 Measles",0.0692060969535843,0.159514003657417,0.241585019582336,0.306230343319332,0.107786032949635,0.113666227951901
"Path:hsa05163 Human cytomegalovirus infection",0.260796738825957,0.511255338373358,0.383255182613418,0.35691838954674,0.609787809185814,0.23779924945437
"Path:hsa05164 Influenza A",0.507841071336921,0.428569158404342,0.813308652091149,0.688011155328863,0.675690522864532,0.395058340963335
"Path:hsa05165 Human papillomavirus infection",0.0248732198078366,0.00275868187153257,0.0587432376658468,0.0334638810052575,0.00518776239502573,0.0192899135664686
"Path:hsa05166 Human T-cell leukemia virus 1 infection",0.667576336470122,0.442400947684492,0.157630775869287,0.135813325740344,0.44343946127815,0.714477557285569
"Path:hsa05167 Kaposi sarcoma-associated herpesvirus infection",0.000849397039027524,0.00198207780512294,0.00071847917426186,0.00143978133021137,0.00164357584646328,0.00051824503578808
"Path:hsa05168 Herpes simplex virus 1 infection",9.76181838720302e-07,3.65798521221508e-17,2.07891999665433e-18,2.3983122322202e-16,2.26158854661461e-12,1.59820801512273e-16
"Path:hsa05169 Epstein-Barr virus infection",0.563391328086446,0.468105053553978,0.443141783272285,0.298533311979005,0.291344953496773,0.963007483253467
"Path:hsa05170 Human immunodeficiency virus 1 infection",0.0562939281571942,0.0289632170873634,0.0337548942610953,0.0238787172986093,0.0254941125058739,0.0808409977283065
"Path:hsa05171 Coronavirus disease-COVID-19",0.402611576144477,0.831204781056029,0.326260166411694,0.465093525138649,0.612608294499313,0.431856896281754
"Path:hsa05200 Pathways in cancer",0.00633316235017039,0.00508839109431683,0.0183262384736955,0.057353960961711,0.0121051779385944,0.0011406274783848
"Path:hsa05202 Transcriptional misregulation in cancer",0.0402025597305344,0.112851122531161,0.0291130139913384,0.0631684907277207,0.0843665339126976,0.034831075074682
"Path:hsa05203 Viral carcinogenesis",0.516986382993574,0.393609237676567,0.368484723488595,0.350810054465438,0.547411122855652,0.395917458777069
"Path:hsa05204 Chemical carcinogenesis-DNA adducts",0.0388460072218505,0.0238187181855168,0.0377591575338224,0.00947695848236912,0.0231416068786313,0.0537826643394267
"Path:hsa05205 Proteoglycans in cancer",0.648360176217449,0.499983361786122,0.992734804460393,0.583129480994896,0.925497478315812,0.6695241015789
"Path:hsa05206 MicroRNAs in cancer",0.905471568361312,0.668917300877651,0.633001826207054,0.753071030302881,0.650404221821246,0.777213323158583
"Path:hsa05207 Chemical carcinogenesis-receptor activation",0.837990726918068,0.785751388459879,0.48236604205851,0.438787163108968,0.46821111945504,0.801863395172569
"Path:hsa05208 Chemical carcinogenesis-reactive oxygen species",0.0886211594258829,0.421566326803477,0.169424128081711,0.148324600825558,0.412451839619955,0.112969109449557
"Path:hsa05210 Colorectal cancer",0.254983658758868,0.38666843037377,0.392860877503021,0.509978671564629,0.276160357652268,0.264173240377118
"Path:hsa05211 Renal cell carcinoma",0.587436669361977,0.816223195639408,0.6294125095597,0.966560517286755,0.3694448204404,0.656823521545463
"Path:hsa05212 Pancreatic cancer",0.471192919672086,0.8193148910118,0.939243247006136,0.726183455246083,0.676823703258137,0.642603271101761
"Path:hsa05213 Endometrial cancer",0.557277148474586,0.772950061457015,0.674316903113052,0.988083891163952,0.893673572835205,0.579302090993167
"Path:hsa05214 Glioma",0.397689505871855,0.525568809631409,0.253781562900313,0.529390692356062,0.510691268492022,0.204816948227539
"Path:hsa05215 Prostate cancer",0.13802781440129,0.162570650317761,0.101589313616674,0.187856761664244,0.247193633384488,0.0782465177442256
"Path:hsa05216 Thyroid cancer",0.401904237396362,0.605905251606068,0.969714342196387,0.760105464172278,0.756376794747562,0.513536462705009
"Path:hsa05217 Basal cell carcinoma",0.224911905990899,0.0532374668698274,0.136485789620783,0.0972623330197168,0.0936432780933112,0.195484546257611
"Path:hsa05218 Melanoma",0.448480424287853,0.935751601802912,0.784075249311651,0.722156650701057,0.402670860725808,0.504896247089263
"Path:hsa05219 Bladder cancer",0.693698138090332,0.83462311450039,0.627388017399491,0.875978593484107,0.589041353686911,0.659348750354809
"Path:hsa05220 Chronic myeloid leukemia",0.0525805111821115,0.198439954675911,0.154852405236754,0.267638392986506,0.106873458271601,0.0635643465703419
"Path:hsa05221 Acute myeloid leukemia",0.635753272424871,0.803821211862092,0.799450530120588,0.766302807904887,0.89550506127435,0.799373002158351
"Path:hsa05222 Small cell lung cancer",0.674590846673978,0.669438579607864,0.816193872915902,0.805481675991305,0.928277110000055,0.49128319037037
"Path:hsa05223 Non-small cell lung cancer",0.837638991586618,0.768752313511776,0.394280748310872,0.289953339406464,0.605704932640164,0.556011439936778
"Path:hsa05224 Breast cancer",0.0972878144081364,0.0221398262892645,0.153993680785275,0.099900264894054,0.0255899817637508,0.121145309364975
"Path:hsa05225 Hepatocellular carcinoma",0.112265652193046,0.0372894861888466,0.103534924067715,0.211600663776993,0.0419745655149658,0.0431630835335707
"Path:hsa05226 Gastric cancer",0.102401525159075,0.0593263414407022,0.182880389060285,0.233040364357869,0.0578141463880487,0.07250046350074
"Path:hsa05230 Central carbon metabolism in cancer",0.630706552166513,0.59672124786339,0.463791095517525,0.544361404713398,0.903692726843132,0.805627146595612
"Path:hsa05231 Choline metabolism in cancer",0.0451937216256321,0.0626958400758816,0.0854559554929321,0.159530644573372,0.0446930566905323,0.0277638085764845
"Path:hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer",0.515453220138883,0.924797972933868,0.824254492893763,0.890139725600455,0.506119273870524,0.813517602446033
"Path:hsa05310 Asthma",NA,NA,NA,NA,NA,NA
"Path:hsa05320 Autoimmune thyroid disease",NA,NA,NA,NA,NA,NA
"Path:hsa05321 Inflammatory bowel disease",0.00744302080003397,0.0156972135731193,0.00428899006685005,0.0201583000006024,0.00474839556371577,0.00823483684660608
"Path:hsa05322 Systemic lupus erythematosus",0.042566624590628,0.674363983662181,0.171918098412515,0.0480007294477932,0.182671603702187,0.845249706611711
"Path:hsa05323 Rheumatoid arthritis",0.000120832980028944,4.31176236479218e-05,8.80118223187125e-05,8.21854701925857e-05,0.000101630350337304,3.25696935930384e-05
"Path:hsa05330 Allograft rejection",NA,NA,NA,NA,NA,NA
"Path:hsa05332 Graft-versus-host disease",0.0745492684272035,0.0427556620582812,0.0857778352916164,0.0904104850117513,0.0299329809023885,0.0737995004514823
"Path:hsa05340 Primary immunodeficiency",0.280505763211381,0.897676901303199,0.165448238780215,0.0986599224564484,0.975457481904153,0.676225128485575
"Path:hsa05410 Hypertrophic cardiomyopathy",0.383647470819685,0.610372940527772,0.233924690809772,0.44725065575961,0.0545346864746697,0.878661163693395
"Path:hsa05412 Arrhythmogenic right ventricular cardiomyopathy",0.136059117612588,0.449369316597896,0.309925432995978,0.13990636093691,0.206992759931913,0.506706902619809
"Path:hsa05414 Dilated cardiomyopathy",0.367294591149391,0.681761875689146,0.245511097690558,0.265149302861687,0.164596482560048,0.867194102983027
"Path:hsa05415 Diabetic cardiomyopathy",0.0636627188482863,0.86064396736452,0.14598223540636,0.20726320814263,0.241051485271875,0.295439837615225
"Path:hsa05416 Viral myocarditis",0.123128704741972,0.147732854795457,0.189125285925233,0.111616937850514,0.21111355323282,0.169152695472296
"Path:hsa05417 Lipid and atherosclerosis",0.12600912413906,0.33477862922867,0.0574285549565831,0.212076924644038,0.234782717353634,0.0602055924630485
"Path:hsa05418 Fluid shear stress and atherosclerosis",0.110279268763663,0.131271774881894,0.162338832595969,0.289164418444208,0.0649653137407356,0.0896465914252748
